Gender,Business,Age,Salary,Dependancies,Months,Calls,Type,Billing,Unit_Sales,Total_Sales,Rating,Bonus,BasePay,Unit_Price,Volume,openingbalance,closingbalance,low
Male,0,41,152821.12,No,70,Yes,Two year,No,64.95,4523.25,No,5181.01,162441.01,22.08,831400,21.99,21.790001,21.629999
Female,0,40,147715.83,Yes,71,Yes,Two year,No,100.45,7159.7,No,12696.23,154910.03,61.860001,3081500,61.59,60.209999,59.549999
Male,0,34,43169.15,Yes,41,Yes,One year,No,68.5,2839.95,No,6207.37,161364.54,26.940001,110700,26.83,26.790001,26.450001
Male,0,29,76755.99,No,1,Yes,Month-to-month,Yes,80.55,80.55,No,3996,163550.02,62.34,677800,62.220001,61.889999,61.580002
Female,0,39,73406.04,No,7,Yes,Month-to-month,No,81.25,580.1,No,0,167519.48,67.620003,7365300,66.989998,67.300003,66.730003
Male,0,36,176728.28,Yes,25,Yes,One year,Yes,90.4,2178.6,Yes,43763.24,112421.49,48.810001,2564200,48.709999,48.02,47.240002
Male,0,26,98309.27,Yes,67,Yes,One year,No,89.55,6038.55,No,575,77580.41,43.009998,392700,42.630001,42.84,42.439999
Male,0,38,6203.66,Yes,5,Yes,Month-to-month,Yes,55.7,259.4,No,14752.3,130457.87,43.959999,1455600,41.77,43.650002,41.77
Male,0,39,176791.27,Yes,15,Yes,Month-to-month,Yes,24.8,324.15,No,3287.92,164165.95,33.349998,4948100,33.349998,32.580002,32.5
Female,0,29,50679.48,Yes,20,Yes,Month-to-month,No,20,417.65,No,0,167446.8,79.039998,4342500,74.32737441,73.73470837,72.59642521
Male,0,38,150580.88,Yes,3,Yes,Month-to-month,Yes,56.15,168.15,Yes,3035.19,164373.38,33.639999,1443400,33.490002,33.639999,33.32
Male,0,32,80120.19,Yes,54,Yes,One year,Yes,105.2,5637.85,No,4808.4,88423.98,24.57,5913500,24.190001,24.52,24.16
Male,0,28,151645.96,No,42,Yes,One year,Yes,19.55,839.4,No,0,167369.95,55.049999,647600,54.98,54.669998,54.200001
Female,0,46,55072.32,No,9,Yes,Month-to-month,Yes,79.75,769.1,No,9364.99,157996.28,55.84,3408600,55.82,54.709999,54.369999
Female,0,38,115068.99,No,63,Yes,Two year,No,97.45,6253,No,17395.13,105934.67,20.780001,8285700,20.299999,20.719999,20.16
Female,0,34,149471.13,No,69,Yes,Two year,No,24.25,1641.8,No,10977.91,156312,45,3992500,44.52,44.549999,44.02
Female,0,38,46522.68,No,69,Yes,Two year,No,24.6,1678.05,No,8996.66,149050.77,19.040001,14536200,18.860001,18.52,18.43
Male,0,31,189995.86,No,40,Yes,Month-to-month,Yes,50.15,2058.5,No,10941.84,156312,16.129999,2431600,16.08,15.92,15.86
Male,0,52,46369.57,No,60,No,Two year,No,39.6,2424.5,No,24623.84,110638.66,53.549999,2474100,52.59,53.48,52.169998
Female,0,59,30722.52,No,4,Yes,Month-to-month,Yes,94.4,387.2,Yes,2213.5,101064.95,15.07,5108700,14.89,15.05,14.7
Female,1,42,70810.6,No,71,Yes,Two year,No,89.85,6293.45,No,0,166983.47,51.93,4760800,50.610001,51.650002,50.43
Female,0,21,106663.46,No,37,Yes,Month-to-month,Yes,78.95,2839.65,Yes,24392.23,110638.67,52.689999,2238300,52.330002,52.650002,51.93
Male,0,62,175836.03,No,32,Yes,Month-to-month,Yes,98.85,3145.9,No,8706.01,149050.79,18.440001,6621200,18.4,18.299999,18.139999
Male,0,48,85646.41,No,39,Yes,Two year,Yes,53.85,2200.7,No,13171.99,105934.66,28.129999,3789000,28.01,27.98,27.82
Female,0,42,101485.72,No,38,Yes,One year,Yes,24.25,914.4,No,17900.78,127886.01,28.73,35234500,28.700001,28.440001,28.35
Male,0,47,191734.67,No,52,Yes,Two year,Yes,89.45,4577.75,No,17517.81,105934.66,45.889999,1011900,45.889999,45.369999,45.119999
Female,0,61,101839.77,Yes,48,Yes,Month-to-month,Yes,105.25,4997.5,No,805,166062.05,31.049999,2126900,30.889999,30.99,30.690001
Male,0,29,4888.91,Yes,70,No,Two year,No,59.5,4144.8,No,0,166858.01,25.01,1843000,24.959999,24.66,24.5
Male,0,31,193132.98,No,20,Yes,Month-to-month,No,70.55,1493.55,No,39986.73,112401.04,16.389999,9194700,15.4,16.24,15.16
Female,0,24,193518.76,No,50,Yes,One year,Yes,82.5,4179.1,No,3456,163374.4,49.23,4760100,48.509998,48.73,48.259998
Female,0,56,93982.02,No,19,No,One year,Yes,44.85,893.55,Yes,26687.81,118177.59,44.34,1217000,44.040001,44.279999,43.439999
Male,0,33,197000.92,Yes,25,Yes,One year,Yes,61.6,1611,No,5892.29,160928.86,37.040001,10609200,17.959999,18.504999,17.959999
Male,0,35,106837.06,No,12,Yes,Month-to-month,Yes,49.05,593.05,No,11006.86,139621.91,45.820014,1419000,19.84,20.34667022,19.82666978
Male,1,58,115161.28,No,39,Yes,Month-to-month,Yes,105.65,4284.8,Yes,250,159457.99,47.75,3221900,47.610001,47.66,47.25
Male,0,33,196260.3,No,7,Yes,Month-to-month,No,74.65,544.55,Yes,12859.07,153172.6,55.029999,1569500,54.049999,55.009998,53.630001
Female,0,45,96404.38,Yes,23,Yes,One year,Yes,66.25,1533.8,No,19117.63,147546.47,49.689999,5941900,49.630001,48.630001,48.52
Male,0,32,97658.66,No,27,Yes,Month-to-month,Yes,19.4,529.8,No,7935.7,158709.08,53.68,2732400,13.35999975,13.19499975,12.875
Male,1,35,49108.23,No,47,Yes,Month-to-month,Yes,86.05,3865.6,No,17105,130589.91,12.49,3781300,12.21,12.47,12.21
Male,0,34,195651.66,Yes,26,Yes,Two year,Yes,19.15,515.75,No,7940.19,122404.99,15.22,7420500,14.9,14.8,14.72
Female,0,37,111698,No,14,Yes,Month-to-month,Yes,64.7,941,Yes,44461.33,112421.45,17.32,1045700,17.190001,17.209999,17.09
Female,1,37,171707.93,No,11,Yes,Month-to-month,Yes,104.05,1133.65,Yes,8430.14,149050.66,29.419995,9764900,28.08246021,27.89069895,27.74687919
Male,0,34,66721.98,Yes,2,Yes,Month-to-month,No,19.25,48.35,No,2106.12,164424,26.299999,10943800,25.950001,25.860001,25.700001
Female,0,27,57876.05,Yes,26,Yes,Month-to-month,No,81.95,2070.05,No,0,166498.83,19.35,12121100,18.969999,18.68,18.459999
Female,1,31,177994.81,No,72,Yes,Two year,Yes,114.65,8333.95,No,12092.45,153172.6,28.959999,3666400,28.030001,28.92,27.73
Female,0,22,105125.65,Yes,63,Yes,Two year,No,20,1209.25,No,43341.47,112421.46,14.1,23646300,12.87,13.91,12.87
Male,0,42,17439.66,Yes,71,Yes,Two year,No,19.8,1396.25,No,8714.1,140441.89,16.299999,1665600,16.200001,16.190001,16.01
Male,0,42,172668.39,Yes,11,Yes,Month-to-month,Yes,65.15,723.35,No,8055.63,149024.02,31.42,1210900,31.139999,30.9,30.709999
Male,1,57,753.37,No,14,Yes,One year,No,19.65,228.65,No,23229.83,123104.99,19.16,501000,18.92,18.76,18.559999
Female,0,37,98686.4,Yes,13,Yes,Two year,No,88.95,1161.75,No,45248.84,112401.09,31.969999,11180700,31.73,31.48,31.280001
Male,0,40,107047.92,Yes,6,Yes,Month-to-month,Yes,20.2,98.35,No,17739.45,105934.65,20.290001,1989000,19.85,20.23,19.799999
Male,1,41,152153.74,Yes,11,Yes,Month-to-month,Yes,75.2,775.3,No,3209,163017.24,66.800003,6737000,32.779999,33.1500015,32.669998
Male,0,43,34338.04,No,18,Yes,Month-to-month,No,56.8,1074.65,No,0,166213.58,59,5966300,58.25,58.279999,58.119999
Male,0,43,173878.87,No,1,No,Month-to-month,Yes,35.55,35.55,Yes,36439.64,112421.44,36.23,3958600,34.990002,35.560001,34.82
Female,0,28,159254.29,No,32,Yes,Month-to-month,Yes,75.5,2324.7,No,0,166062.05,10.04,1459200,10.04,9.93,9.8
Male,0,30,54776.64,No,29,No,One year,No,35.6,1072.6,No,25182.92,117283.24,23.51,14503500,22.76,23.459999,22.74
Female,0,29,134594.99,No,3,Yes,Month-to-month,Yes,60.25,170.5,No,11015.72,105934.66,71.639999,5004900,71.639999,70.559998,70.279999
Female,0,34,41724.72,No,2,Yes,Month-to-month,Yes,95.15,196.9,Yes,16582.36,130434.16,87.529999,25833600,21.82500075,21.78249925,21.5
Male,0,38,110527.71,Yes,13,Yes,Month-to-month,Yes,96.65,1162.85,Yes,0,165873.28,47.849998,846100,47.669998,47.84,47.41
Female,0,27,8996.79,No,41,No,Month-to-month,Yes,40.35,1677.85,No,35182.83,89815.6,75.209999,4115600,18.3724995,18.69499975,18.1075
Female,0,29,190200.53,No,1,Yes,Month-to-month,No,18.85,18.85,No,0,165862.79,30.059999,4322700,29.98,30.040001,29.549999
Male,0,45,115333.43,No,7,Yes,Month-to-month,No,54.85,370.4,No,18244.37,111825.01,18.570003,17087200,16.56307038,16.77330987,16.42596069
Female,0,45,143619.52,No,52,Yes,One year,Yes,64.3,3410.6,No,4900,160959.56,52.93,830300,52.849998,52.93,52
Female,0,39,58467.08,Yes,45,Yes,Two year,Yes,24.65,1138.8,No,12510.14,130456.99,70.069995,2222800,63.46919837,62.94383877,62.19202989
Male,0,34,12128.69,No,70,Yes,Two year,No,76.1,5264.25,No,16574.22,130481.46,30.07,430000,29.85,30.049999,29.49
Female,0,49,49872.33,No,53,Yes,Two year,No,18.7,1005.7,No,17553.11,148260.81,25.139999,4628700,24.790001,25,24.5
Female,1,54,139735.54,No,62,Yes,One year,Yes,97.95,5936.55,No,17707.57,104814.71,43.349998,2456500,43.060001,42.779999,42.5
Female,0,58,60891.8,No,60,Yes,Month-to-month,Yes,94.1,5475.9,No,9489.62,129456.71,43.650002,1444600,43.25,43.560001,42.73
Female,1,37,100862.54,No,3,Yes,Month-to-month,Yes,80.4,224.05,Yes,21154.34,106257.4,33.399868,23722900,31.30056912,31.27242945,30.74715842
Female,1,35,76640.29,No,23,Yes,Month-to-month,Yes,95.1,2326.05,No,20563.7,117283.24,61.73,1545000,61.43,60.790001,60.720001
Male,0,41,126013.58,Yes,1,No,Month-to-month,Yes,31.35,31.35,Yes,30146.84,116975.68,37.16,10843200,37.099998,37,36.619999
Female,0,30,87347.82,No,67,Yes,One year,Yes,72.35,4991.5,No,18090.73,122420,47.439999,7048900,45.349998,46.459999,45.049999
Female,0,32,77370.37,No,12,Yes,Month-to-month,Yes,89.75,1052.4,Yes,20178.15,105934.67,50,1626000,24.865,24.540001,24.4850005
Female,1,36,62722.44,No,71,Yes,Two year,Yes,82.7,5831.2,No,2797.16,162896.24,28.24,55416000,27.27,28.07,27.24
Male,0,49,196257.68,No,25,Yes,One year,No,19.9,510.8,No,250,159457.94,28.01,5024800,13.92,13.8100005,13.6099995
Female,0,28,81723.8,No,5,Yes,Month-to-month,Yes,53.8,283.95,No,21162.35,123105,81.949997,1209300,81.919998,81.779999,80.559998
Male,0,35,31299.71,No,26,Yes,One year,Yes,51.55,1295.4,No,23581.44,135339.73,34.220001,2961700,34.220001,34.009998,33.779999
Male,0,27,63495.86,Yes,1,Yes,One year,No,19.65,19.65,No,1637.54,163999.99,22.019946,7415400,17.53491042,17.83654013,17.53491042
Male,1,38,166520.96,No,70,No,One year,Yes,44.05,3011.65,No,19065.79,105934.66,54.189999,15648400,54.09,53.689999,53.57
Male,0,26,150242.44,Yes,72,Yes,Two year,Yes,114,8093.15,No,1271.84,164352.62,19.15,3914900,19.15,19.01,18.77
Male,0,40,27345.18,No,60,Yes,One year,Yes,94.4,5610.25,Yes,19383.26,127203.01,45.240002,1724500,44.290001,45.220001,43.689999
Female,1,43,87000.39,Yes,32,Yes,Month-to-month,Yes,100.4,3217.65,No,16520.33,105934.66,20.950001,2748300,20.219999,20.709999,20.219999
Male,0,36,44912.7,No,1,Yes,Month-to-month,Yes,19.85,19.85,Yes,21126.58,105934.66,68.330002,5644300,65.18,67.849998,64.949997
Female,0,40,179978.68,No,14,Yes,One year,Yes,54.25,773.2,No,15850.85,102308.9,55.25,732600,55.02,55.07,54.200001
Female,0,39,145759.7,No,13,Yes,Month-to-month,Yes,80,1029.35,No,250,164372,21,4321400,20.950001,20.83,20.41
Female,0,34,14121.61,No,6,Yes,Month-to-month,Yes,109.9,669.45,Yes,4110.98,140546.85,18.84,3505000,18.639999,18.59,18.450001
Female,0,21,66232.23,No,46,Yes,Two year,No,79.2,3593.8,No,8559.39,121628.01,25.48,3469700,25.33,25.059999,24.85
Male,0,49,190296.76,No,15,Yes,Month-to-month,Yes,101.35,1553.95,Yes,36397.91,112421.45,69.449997,30174700,69.190002,69.419998,68.800003
Male,1,31,172782.69,No,43,Yes,Month-to-month,Yes,94.3,3953.15,No,15320.9,130434.33,35.360001,763400,35.240002,34.91,34.73
Male,0,34,99128.13,No,39,Yes,Two year,Yes,49.8,1971.15,No,3281,162201.31,8.65,8579300,8.63,8.64,8.56
Male,1,24,178341.33,No,21,Yes,Month-to-month,Yes,60.05,1236.15,Yes,11063.7,130481.58,17.23,11718100,17.219999,17.23,17
Male,0,43,146992.24,No,57,No,Month-to-month,Yes,53.75,3196,No,14756.8,123105.01,35.160001,3298800,25.24802301,25.14018692,25.02516247
Female,0,36,151314.98,No,53,Yes,One year,Yes,93.45,4872.2,No,11975.06,149050.79,61.98,1718100,61.32,61.919998,60.650002
Male,0,47,92915.84,Yes,18,Yes,Month-to-month,Yes,87.9,1500.5,No,1012.56,164352.64,13.83,5605500,13.28,13.8,13.23
Female,0,37,58974,No,1,Yes,Month-to-month,Yes,60.15,60.15,Yes,1012.56,164352.63,16.370001,2070700,16.07,16.360001,15.89
Female,0,35,174627.06,No,58,Yes,One year,Yes,61.05,3478.75,No,10860.29,122404.99,31.000001,3243700,22.06723963,22.06723963,22.00286123
Female,1,50,79579.94,No,71,Yes,Two year,No,104.05,7413.55,No,5138.28,160180.98,5.38,16597900,5.19,5.09,5
Female,0,30,50771.16,No,35,Yes,One year,Yes,99.25,3532,No,22807.71,105934.68,40.779999,1406200,40.049999,40.490002,40.049999
Male,0,40,153537.55,No,3,Yes,Month-to-month,No,85.7,256.75,No,16549.16,130457.88,215.23,138040000,30.62571329,30.13857071,30.10714343
Male,0,29,132975.39,No,38,Yes,One year,Yes,104.85,3887.25,No,2815.61,162441.06,26.43,4039300,26.389999,26.190001,26.08
Male,0,27,85208.93,Yes,35,Yes,Two year,Yes,69.15,2490.15,No,32091.91,112421.46,54.38995,11401400,25.88038801,26.06271345,25.83720793
Male,0,61,170214.82,No,7,Yes,Month-to-month,Yes,90.45,593.45,Yes,0,165242.19,42.900002,5772100,42.09,42.779999,41.810001
Female,0,28,100615.14,No,47,Yes,Two year,No,74.45,3510.3,No,26814.26,112401.06,37.740002,5336400,37.330002,37.619999,37.200001
Female,0,24,186105.99,No,14,Yes,Month-to-month,No,50.45,765.45,No,17188.28,105934.66,31.85,2105000,31.709999,31.559999,31.34
Female,1,43,55119.53,No,20,Yes,Month-to-month,Yes,60,1259.35,No,0,165201.4,31.889999,3745800,31.6,31.559999,31.43
Male,0,28,28760.99,No,66,Yes,Two year,No,85.25,5538.35,No,16501.22,123104.99,42.890002,3111400,37.57682265,37.31343635,36.91835206
Male,0,34,171021.44,No,15,Yes,Month-to-month,Yes,19.45,340.85,No,15277.83,122404.99,66.989998,922400,66,66.349998,65.68
Female,0,38,176678.72,No,42,Yes,Two year,Yes,20.75,844.45,No,5256.32,130481.53,25.52,6638400,25.15,25.34,24.83
Female,0,41,28667.56,No,17,Yes,Month-to-month,No,78.9,1348.95,No,10474.88,154673.99,27.889999,1880300,27.610001,27.459999,27.35
Male,0,30,197238.03,No,37,Yes,One year,Yes,104.5,3778,No,0,165127.4,35.099998,3157400,34.560001,34.889999,34.459999
Female,0,46,139994.68,No,12,Yes,Month-to-month,Yes,49.4,611.65,No,759.42,164352.64,13.74,7507300,13.45,13.39,13.38
Male,0,22,151169.83,No,53,Yes,One year,Yes,94.25,4867.95,Yes,0,165104.4,32.75,4303100,32.5,32.400002,32.25
Female,0,35,118113.64,No,60,Yes,Two year,No,25,1505.05,No,9450.73,128123.97,49.830002,2925800,49.830002,49.380001,48.720001
Male,0,40,34453.17,Yes,18,No,Month-to-month,No,25.55,467.85,No,26777.77,117283.26,40.02,803300,39.939999,40.02,39.779999
Male,0,76,64872.33,No,1,Yes,Month-to-month,Yes,74.9,74.9,Yes,0,165046.17,29.4,7163500,29.35,29.139999,28.76
Female,0,32,10956.82,No,3,Yes,Month-to-month,Yes,70.15,194.2,No,0,165046.15,31.059999,1326900,30.92,30.969999,30.610001
Female,0,30,36885.85,Yes,9,Yes,Month-to-month,Yes,69.4,571.45,No,17632.95,105934.67,22.440001,349400,22.26,22.219999,22.110001
Female,0,47,168053.4,No,1,Yes,Month-to-month,Yes,80.25,80.25,Yes,7688.56,89705.38,26.860001,2863900,26.700001,26.469999,26.4
Male,0,32,155227,No,56,Yes,One year,Yes,93.15,5253.95,No,13950.2,105934.66,38.48,717200,37.959999,38.09,37.889999
Male,0,51,38409.79,Yes,17,Yes,Month-to-month,Yes,69,1149.65,Yes,2649.4,77580.41,37.139999,2994000,9.0625,9.11250025,9.05000025
Female,0,32,75279.39,Yes,11,Yes,Month-to-month,Yes,66.35,740.8,Yes,13286.38,105934.64,30.98,3399500,30.9,30.92,30.690001
Male,0,42,158302.59,No,7,Yes,Month-to-month,Yes,69.55,521.35,No,19337.3,127203.01,48.099998,1174000,23.865,23.84,23.754999
Female,0,22,11525.72,Yes,69,Yes,Two year,No,20.2,1412.65,No,13781.92,128123.95,14.4,13704800,14.23,14.16,14.1
Male,0,33,94993.04,No,19,Yes,Month-to-month,Yes,86,1532.45,Yes,0,164876.6,38.640002,725500,17.11111067,17.09777822,17.04444489
Female,0,54,173912.29,Yes,3,Yes,Month-to-month,Yes,80.3,250.05,Yes,14437.68,122404.98,71.470001,486200,69.209999,70.790001,69.209999
Male,0,33,41139.05,Yes,54,Yes,Two year,No,20.4,1090.6,No,10651.03,105934.63,57.389999,6015100,56.939999,56.790001,56.5
Male,0,29,58019.95,No,62,Yes,One year,Yes,23.75,1446.8,No,0,164850.39,41.549999,3575200,41.369999,41.380001,40.860001
Male,0,23,164128.41,No,24,Yes,Month-to-month,Yes,90.55,2282.55,Yes,10982.55,144362.14,44.560001,3215300,44.240002,44.41,43.77
Female,0,44,46998.13,Yes,62,Yes,Month-to-month,Yes,70.45,4300.45,No,8238.23,149755.35,134.729996,7178800,134.600006,132.25,131.649994
Male,0,33,177279.41,No,17,Yes,Month-to-month,No,65.75,1111.2,No,26982.29,115125.18,20.360001,2940100,19.57,20.32,19.459999
Male,0,37,75832.53,No,9,No,Month-to-month,Yes,24.6,190.1,No,7015.5,149023.98,61.529999,6449100,60.119999,61.380001,60.119999
Male,0,46,61094.53,Yes,64,Yes,Two year,No,69.25,4447.75,No,250,164444.2,37.790001,1816600,37.75,37.689999,37.5
Female,0,47,30117.44,No,2,Yes,Month-to-month,Yes,75.9,143.35,Yes,18037.1,140546.86,108.919998,2894500,106.779999,108.800003,106.169998
Male,0,47,179227.12,Yes,1,Yes,Month-to-month,Yes,45.85,45.85,Yes,11220.89,130170.34,67.620003,3212000,66.839996,67.139999,66.370003
Female,0,53,52110.45,No,16,No,Month-to-month,Yes,49.95,810.2,Yes,7288.47,149050.79,82.679995,1248600,75.85568825,75.66142091,75.39315634
Female,0,42,75248.75,No,72,Yes,Two year,No,24.65,1830.05,No,272.93,164352.54,45.529999,1664400,22.5200005,22.575001,22.4449995
Male,0,28,184317.74,No,30,Yes,One year,No,90.4,2820.65,No,250,164372.01,17.060014,20784700,12.22639655,12.72114918,12.18891454
Female,0,38,158553.1,No,49,Yes,Month-to-month,Yes,100.85,4847.35,No,8002.17,121829.81,11.38,6537800,11.26,11.26,11.21
Male,0,31,95686.42,No,61,Yes,Two year,No,75.35,4729.3,No,17162.75,105934.66,81.330002,1359000,80.339996,79.830002,79.480003
Male,0,36,71682.54,Yes,47,Yes,Month-to-month,No,87.2,4017.45,No,28583.36,115946.22,19.299999,533100,18.950001,19.15,18.59
Male,0,30,1790.48,No,20,Yes,Month-to-month,No,64.4,1398.6,No,7919.83,123192.11,37.279999,1234100,36.889999,37.009998,36.77
Male,0,46,139431,Yes,34,Yes,Month-to-month,No,78.3,2564.3,Yes,177.58,164352.66,23.15,2089400,22.889999,23,22.83
Female,0,39,118358.54,Yes,70,Yes,Two year,No,24.7,1685.9,No,33080.31,130457.91,41.669998,8399400,41.23,41.490002,41.169998
Male,0,66,130827.88,Yes,54,Yes,One year,Yes,105.85,5826.65,No,21766.15,105934.67,37.959999,1084300,36.990002,36.849998,36.580002
Male,1,63,119404.63,No,61,Yes,One year,Yes,98.3,6066.55,No,5000,159487.34,158.789993,1074300,156.449997,155.240005,154.289993
Male,0,33,162703,No,3,Yes,Month-to-month,Yes,76.95,228.4,Yes,18801.85,130481.47,59.990002,8836500,58.23,59.779999,57.880001
Male,0,42,172665.21,No,13,Yes,One year,No,19.45,270.2,No,910,163553.09,16.540001,205257900,16.209999,16.389999,16.030001
Female,1,24,170142.09,No,16,Yes,Month-to-month,Yes,96.15,1529.2,Yes,35105.14,126968.09,58.39,5229300,31.50461706,31.55350244,31.35795709
Female,0,28,73977.23,Yes,3,Yes,Month-to-month,Yes,58.7,168.6,No,0,164436.18,39.669998,4377000,39.130001,39.23,38.470001
Male,0,36,60906.12,No,25,Yes,Month-to-month,Yes,20.15,536.35,No,0,164425,26.91,7824000,25.950001,26.58,25.950001
Male,0,21,194867.27,No,30,Yes,Month-to-month,Yes,64.5,1888.45,No,27703.24,136687.95,41.34,4192500,41.209999,40.889999,40.66
Female,0,30,193716.56,No,21,No,Month-to-month,No,28.5,629.35,No,45706.61,112401.03,79.370003,791800,79.370003,79.010002,78.68
Male,0,25,14633.35,No,1,Yes,Month-to-month,No,45.3,45.3,Yes,0,164373.4,78.080002,1208000,77.989998,77.660004,77.279999
Female,0,38,31730.32,No,15,Yes,Month-to-month,No,19.4,289.3,Yes,0,164373.4,109.639996,2470800,36.18999867,36.30666733,36.10666667
Male,1,44,20063.63,No,23,Yes,Month-to-month,Yes,90.45,2117.25,No,0,164373.39,46.029999,10315800,43.369999,45.84,43.369999
Female,0,66,99792.82,Yes,45,Yes,Month-to-month,Yes,105.15,4730.9,No,0,164373.39,53.700001,5555800,53.099998,53.43,52.799999
Female,0,24,37654.31,Yes,24,Yes,One year,No,83.15,2033.05,No,0,164373.39,28.51,7250600,28.48,28.16,28.09
Female,0,28,192449.02,No,11,Yes,Month-to-month,No,90.15,987.95,Yes,0,164373.38,238.649994,278500,238.509995,234.669998,234.059998
Male,0,26,181208.47,No,1,Yes,Month-to-month,No,45.05,45.05,Yes,0,164373.38,52.119999,939600,25.959999,26,25.8199995
Female,0,32,155165.61,No,56,Yes,Two year,No,103.2,5744.35,No,0,164373.38,25.290001,15528900,25.17,25.219999,25.07
Female,0,40,121504.18,No,1,Yes,Month-to-month,No,75.8,75.8,Yes,0,164373.38,9.28,12923000,9.07,9.16,8.99
Male,0,68,61569.07,No,1,Yes,Month-to-month,No,19.45,19.45,No,0,164373.38,36.779999,4171000,17.6949995,18.3449995,17.6499995
Female,0,55,123269.71,No,7,Yes,Month-to-month,Yes,79.3,523.15,Yes,0,164373.38,68.940002,1814900,68.230003,68.440002,68.029999
Female,1,46,31272.14,No,55,Yes,Two year,No,88.8,4805.3,No,0,164373.38,3.68,67433800,35.6,36.4,35.1
Female,0,46,62825.03,No,2,No,Month-to-month,Yes,30.9,59.05,Yes,0,164373.38,22.93,3473300,22.799999,22.76,22.66
Female,0,42,184056.45,Yes,72,Yes,Two year,Yes,85.9,6110.75,No,0,164373.38,23.349998,4248700,18.08560311,17.99999922,17.93774397
Female,1,38,48924.73,No,45,No,One year,No,34.2,1596.6,No,0,164373.37,32.380001,3856700,32.380001,31.709999,31.58
Female,0,33,191111.02,No,47,Yes,Two year,No,20.15,1046.2,No,17384.95,105934.64,59.93,4718800,59.18,59.43,59.049999
Female,1,36,54184.06,No,46,Yes,One year,No,95.25,4424.2,Yes,0,164352.67,48.41,5479100,48.200001,47.5,47.48
Male,0,27,64381.33,No,2,Yes,Month-to-month,Yes,50.3,92.75,No,0,164352.66,14.32,3748100,14.21,14.03,13.97
Female,0,38,78770.86,No,2,Yes,Month-to-month,Yes,80.15,194.55,No,0,164352.66,14.24,14566200,14.01,13.73,13.67
Female,0,40,116766.79,No,12,Yes,Month-to-month,Yes,51.25,612.1,No,0,164352.66,39.849998,1612100,39.529999,39.419998,39.119999
Female,1,42,32916.29,No,68,Yes,Month-to-month,Yes,89.6,6127.6,Yes,0,164352.66,32.57,6171400,32.290001,31.790001,31.75
Male,0,31,50972.6,Yes,69,Yes,Two year,Yes,95.2,6671.7,No,0,164352.66,56.959999,8271400,27.700001,28.1949995,27.6949995
Male,1,55,122066.5,Yes,56,Yes,One year,No,94.8,5264.3,No,0,164352.66,91.489998,6844000,22.5,22.5475005,22.2649995
Female,1,36,65996.9,No,4,Yes,Month-to-month,Yes,80.25,303.7,No,0,164352.66,97.299995,6479000,18.7520008,19.4440002,18.7000008
Male,0,38,79577.38,No,64,Yes,Two year,Yes,76.1,4818.8,No,0,164352.66,60.880001,2628400,15.1475,15.19999975,15.02750025
Male,0,44,130529.13,No,59,Yes,One year,Yes,110.15,6448.05,Yes,0,164352.66,29.220001,16054900,27.63481646,27.10501608,26.99148628
Male,0,38,172629.67,Yes,62,Yes,Two year,No,115.55,7159.05,No,0,164352.66,57.990002,1685500,57.82,57.34,57.200001
Male,0,30,15216.53,Yes,63,Yes,Two year,No,24.65,1574.5,No,0,164352.66,35,0,35,35,35
Female,0,42,17512.53,No,53,No,One year,Yes,53.6,2879.2,No,0,164352.66,37.560001,2611900,36.939999,36.900002,36.540001
Male,0,39,131852.01,Yes,5,Yes,Month-to-month,No,19.45,86.05,No,0,164352.66,26.58,1139100,26.5,26.57,26.389999
Male,1,33,181945.52,No,49,Yes,Month-to-month,Yes,88.2,4159.45,No,0,164352.66,83.75,7195200,41.8100015,41.665001,41.200001
Female,0,32,91482.5,Yes,62,Yes,Two year,Yes,101.15,6638.35,No,0,164352.66,62.439999,1187100,61.77,61.939999,61.5
Female,0,32,77119.45,No,55,Yes,Two year,No,56.8,3112.05,No,0,164352.66,31.49,1573400,30.57,31.290001,30.43
Female,1,37,95611.74,No,71,Yes,Two year,Yes,99.4,7168.25,No,0,164352.66,16.799999,13870700,16.780001,16.620001,16.530001
Female,0,42,80428.42,Yes,72,Yes,Two year,Yes,20.1,1326.25,No,0,164352.66,342.000008,2522500,68.1019974,67.961998,67.6159974
Male,0,67,163714.92,Yes,36,No,One year,No,60.7,2234.55,No,0,164352.66,89.599998,282900,88.589996,87.32,86.599998
Male,0,39,27375.15,No,25,Yes,One year,Yes,20.95,495.15,No,0,164352.65,48.619999,1745900,47.849998,48.490002,47.779999
Female,1,25,73873.65,No,72,Yes,Two year,Yes,114.85,8317.95,No,0,164352.65,15.84,4671800,15.74,15.69,15.66
Female,0,46,139266.48,No,36,Yes,One year,Yes,19.25,679.8,No,0,164352.65,21.280001,543200,10.4750005,10.63,10.46
Male,0,35,131772.51,No,1,Yes,Month-to-month,Yes,62.8,62.8,No,0,164352.65,14.45,5716100,14.45,14.27,14.18
Female,0,45,173454.07,No,72,Yes,Two year,Yes,105.5,7544,No,0,164352.65,40.970001,5819000,40.349998,40.810001,40.200001
Male,0,59,67552.71,Yes,59,Yes,Two year,No,19.85,1188.25,No,0,164352.65,46.459999,4633200,11.5625,11.49250025,11.4425
Male,1,63,34765.33,No,7,Yes,Month-to-month,Yes,89.5,676.7,Yes,0,164352.65,37.57,2968300,36.650002,37.470001,36.57
Female,0,37,120219.14,No,1,Yes,One year,No,74.1,74.1,No,0,164352.65,56.93,895400,56.099998,56.419998,56.099998
