OrderID,OrderDate,PropertyID,ProductID,Quantity,ProductName,ProductCategory,Price,PropertyCity,PropertyState,sales
3736,19-06-2016,5,84,3,Tall Chair,Public Areas,75,Kansas City,Missouri,225
259,11-02-2015,5,89,2,Photograph,Public Areas,45,Kansas City,Missouri,90
1736,12-09-2015,5,89,3,Photograph,Public Areas,45,Kansas City,Missouri,135
3146,02-04-2016,5,89,1,Photograph,Public Areas,45,Kansas City,Missouri,45
1350,20-07-2015,5,21,3,Printer Paper,Office Supplies,50,Kansas City,Missouri,150
3595,31-05-2016,5,21,3,Printer Paper,Office Supplies,50,Kansas City,Missouri,150
549,25-03-2015,5,6,2,Conditioner,Housekeeping,40,Kansas City,Missouri,80
974,27-05-2015,5,57,2,Wireless Router,Furnishings,70,Kansas City,Missouri,140
1795,21-09-2015,5,57,3,Wireless Router,Furnishings,70,Kansas City,Missouri,210
4521,16-10-2016,5,57,2,Wireless Router,Furnishings,70,Kansas City,Missouri,140
67,11-01-2015,5,70,2,Door Lock,Maintenance,117,Kansas City,Missouri,234
800,01-05-2015,5,70,3,Door Lock,Maintenance,117,Kansas City,Missouri,351
2359,10-12-2015,5,70,1,Door Lock,Maintenance,117,Kansas City,Missouri,117
4775,23-11-2016,5,70,3,Door Lock,Maintenance,117,Kansas City,Missouri,351
3621,03-06-2016,5,74,3,Large Plant,Public Areas,35,Kansas City,Missouri,105
4104,13-08-2016,5,74,3,Large Plant,Public Areas,35,Kansas City,Missouri,105
908,17-05-2015,5,33,1,Towel Rack,Furnishings,10,Kansas City,Missouri,10
2837,20-02-2016,5,33,2,Towel Rack,Furnishings,10,Kansas City,Missouri,20
3607,01-06-2016,5,33,3,Towel Rack,Furnishings,10,Kansas City,Missouri,30
29,05-01-2015,5,73,2,Mop,Maintenance,15,Kansas City,Missouri,30
456,10-03-2015,5,73,2,Mop,Maintenance,15,Kansas City,Missouri,30
487,15-03-2015,5,73,1,Mop,Maintenance,15,Kansas City,Missouri,15
764,26-04-2015,5,73,3,Mop,Maintenance,15,Kansas City,Missouri,45
1157,21-06-2015,5,73,2,Mop,Maintenance,15,Kansas City,Missouri,30
121,20-01-2015,5,5,2,Moisturizer,Housekeeping,40,Kansas City,Missouri,80
280,14-02-2015,5,5,2,Moisturizer,Housekeeping,40,Kansas City,Missouri,80
870,11-05-2015,5,5,3,Moisturizer,Housekeeping,40,Kansas City,Missouri,120
1207,29-06-2015,5,5,1,Moisturizer,Housekeeping,40,Kansas City,Missouri,40
2645,21-01-2016,5,5,2,Moisturizer,Housekeeping,40,Kansas City,Missouri,80
4650,03-11-2016,5,5,3,Moisturizer,Housekeeping,40,Kansas City,Missouri,120
310,18-02-2015,5,79,2,Coffee Table,Public Areas,103,Kansas City,Missouri,206
1133,18-06-2015,5,79,3,Coffee Table,Public Areas,103,Kansas City,Missouri,309
1480,09-08-2015,5,79,3,Coffee Table,Public Areas,103,Kansas City,Missouri,309
572,28-03-2015,5,44,1,Floor Lamp,Furnishings,55,Kansas City,Missouri,55
1015,01-06-2015,5,44,2,Floor Lamp,Furnishings,55,Kansas City,Missouri,110
3226,12-04-2016,5,44,2,Floor Lamp,Furnishings,55,Kansas City,Missouri,110
2677,25-01-2016,5,64,1,Gaffer's Tape,Maintenance,27,Kansas City,Missouri,27
2819,16-02-2016,5,64,1,Gaffer's Tape,Maintenance,27,Kansas City,Missouri,27
3942,19-07-2016,5,10,2,Toilet Paper,Housekeeping,19,Kansas City,Missouri,38
43,07-01-2015,5,87,3,End Table,Public Areas,30,Kansas City,Missouri,90
2116,07-11-2015,5,87,2,End Table,Public Areas,30,Kansas City,Missouri,60
1774,18-09-2015,5,37,3,Bed (King),Furnishings,300,Kansas City,Missouri,900
4292,08-09-2016,5,37,2,Bed (King),Furnishings,300,Kansas City,Missouri,600
4806,29-11-2016,5,37,1,Bed (King),Furnishings,300,Kansas City,Missouri,300
1521,13-08-2015,5,30,2,Permanent Markers,Office Supplies,6,Kansas City,Missouri,12
3940,19-07-2016,5,30,1,Permanent Markers,Office Supplies,6,Kansas City,Missouri,6
2931,03-03-2016,5,83,2,Bar Stool,Public Areas,60,Kansas City,Missouri,120
3699,13-06-2016,5,83,3,Bar Stool,Public Areas,60,Kansas City,Missouri,180
562,26-03-2015,5,19,3,Light Bulb,Housekeeping,17,Kansas City,Missouri,51
4236,30-08-2016,5,19,3,Light Bulb,Housekeeping,17,Kansas City,Missouri,51
3139,01-04-2016,5,27,3,Invisible Tape,Office Supplies,8,Kansas City,Missouri,24
3807,28-06-2016,5,28,3,Staples,Office Supplies,8,Kansas City,Missouri,24
2363,11-12-2015,5,47,3,Swivel Chair,Furnishings,75,Kansas City,Missouri,225
603,02-04-2015,5,58,3,Mirror,Furnishings,85,Kansas City,Missouri,255
2517,04-01-2016,5,58,3,Mirror,Furnishings,85,Kansas City,Missouri,255
3222,12-04-2016,5,58,2,Mirror,Furnishings,85,Kansas City,Missouri,170
3810,29-06-2016,5,58,2,Mirror,Furnishings,85,Kansas City,Missouri,170
1935,11-10-2015,5,13,3,Bed Sheet (Double),Housekeeping,20,Kansas City,Missouri,60
2775,09-02-2016,5,13,3,Bed Sheet (Double),Housekeeping,20,Kansas City,Missouri,60
3166,04-04-2016,5,13,3,Bed Sheet (Double),Housekeeping,20,Kansas City,Missouri,60
4951,23-12-2016,5,13,2,Bed Sheet (Double),Housekeeping,20,Kansas City,Missouri,40
51,08-01-2015,5,67,2,Adjustable Wrench,Maintenance,10,Kansas City,Missouri,20
3995,26-07-2016,5,67,1,Adjustable Wrench,Maintenance,10,Kansas City,Missouri,10
4213,26-08-2016,5,67,1,Adjustable Wrench,Maintenance,10,Kansas City,Missouri,10
4402,25-09-2016,5,25,1,Envelopes (Legal),Office Supplies,28,Kansas City,Missouri,28
4883,10-12-2016,5,25,3,Envelopes (Legal),Office Supplies,28,Kansas City,Missouri,84
184,28-01-2015,5,51,2,Painting,Furnishings,85,Kansas City,Missouri,170
730,20-04-2015,5,51,3,Painting,Furnishings,85,Kansas City,Missouri,255
1209,29-06-2015,5,51,1,Painting,Furnishings,85,Kansas City,Missouri,85
1261,08-07-2015,5,51,2,Painting,Furnishings,85,Kansas City,Missouri,170
2670,24-01-2016,5,51,2,Painting,Furnishings,85,Kansas City,Missouri,170
3593,31-05-2016,5,51,2,Painting,Furnishings,85,Kansas City,Missouri,170
4166,21-08-2016,5,51,1,Painting,Furnishings,85,Kansas City,Missouri,85
4323,13-09-2016,5,51,2,Painting,Furnishings,85,Kansas City,Missouri,170
2722,01-02-2016,5,8,2,Bath Soap,Housekeeping,35,Kansas City,Missouri,70
3015,13-03-2016,5,8,1,Bath Soap,Housekeeping,35,Kansas City,Missouri,35
4014,28-07-2016,5,8,2,Bath Soap,Housekeeping,35,Kansas City,Missouri,70
2635,20-01-2016,5,42,1,Reading Chair,Furnishings,70,Kansas City,Missouri,70
4869,07-12-2016,5,42,2,Reading Chair,Furnishings,70,Kansas City,Missouri,140
4983,29-12-2016,5,42,1,Reading Chair,Furnishings,70,Kansas City,Missouri,70
2219,20-11-2015,5,18,2,Coffee Cup,Housekeeping,24,Kansas City,Missouri,48
2590,15-01-2016,5,18,1,Coffee Cup,Housekeeping,24,Kansas City,Missouri,24
3184,07-04-2016,5,18,3,Coffee Cup,Housekeeping,24,Kansas City,Missouri,72
3132,31-03-2016,5,59,1,Screws,Maintenance,14,Kansas City,Missouri,14
4519,15-10-2016,5,59,3,Screws,Maintenance,14,Kansas City,Missouri,42
1178,25-06-2015,5,48,2,Side Table,Furnishings,40,Kansas City,Missouri,80
2028,25-10-2015,5,48,3,Side Table,Furnishings,40,Kansas City,Missouri,120
4995,31-12-2016,5,48,1,Side Table,Furnishings,40,Kansas City,Missouri,40
1927,10-10-2015,5,65,2,Ladder,Maintenance,89,Kansas City,Missouri,178
1641,27-08-2015,5,36,1,Armoire,Furnishings,115,Kansas City,Missouri,115
2631,20-01-2016,5,36,1,Armoire,Furnishings,115,Kansas City,Missouri,115
2688,27-01-2016,5,36,3,Armoire,Furnishings,115,Kansas City,Missouri,345
3366,30-04-2016,5,36,3,Armoire,Furnishings,115,Kansas City,Missouri,345
4608,28-10-2016,5,36,1,Armoire,Furnishings,115,Kansas City,Missouri,115
3252,15-04-2016,5,16,2,Mouthwash,Housekeeping,40,Kansas City,Missouri,80
182,27-01-2015,5,72,2,Nails,Maintenance,12,Kansas City,Missouri,24
2732,02-02-2016,5,72,1,Nails,Maintenance,12,Kansas City,Missouri,12
2998,12-03-2016,5,72,3,Nails,Maintenance,12,Kansas City,Missouri,36
215,03-02-2015,5,39,1,Alarm Clock,Furnishings,45,Kansas City,Missouri,45
353,23-02-2015,5,39,1,Alarm Clock,Furnishings,45,Kansas City,Missouri,45
706,17-04-2015,5,39,3,Alarm Clock,Furnishings,45,Kansas City,Missouri,135
4532,18-10-2016,5,39,1,Alarm Clock,Furnishings,45,Kansas City,Missouri,45
1603,23-08-2015,5,85,3,Low Chair,Public Areas,80,Kansas City,Missouri,240
3043,17-03-2016,5,85,1,Low Chair,Public Areas,80,Kansas City,Missouri,80
4060,05-08-2016,5,85,2,Low Chair,Public Areas,80,Kansas City,Missouri,160
4684,09-11-2016,5,85,1,Low Chair,Public Areas,80,Kansas City,Missouri,80
1639,27-08-2015,5,75,1,Small Plant,Public Areas,25,Kansas City,Missouri,25
3297,20-04-2016,5,75,3,Small Plant,Public Areas,25,Kansas City,Missouri,75
958,25-05-2015,5,60,1,Portable Drill,Maintenance,195,Kansas City,Missouri,195
1154,21-06-2015,5,60,3,Portable Drill,Maintenance,195,Kansas City,Missouri,585
2053,29-10-2015,5,60,1,Portable Drill,Maintenance,195,Kansas City,Missouri,195
2317,04-12-2015,5,60,1,Portable Drill,Maintenance,195,Kansas City,Missouri,195
2928,02-03-2016,5,60,3,Portable Drill,Maintenance,195,Kansas City,Missouri,585
3817,29-06-2016,5,60,3,Portable Drill,Maintenance,195,Kansas City,Missouri,585
582,30-03-2015,5,53,2,Iron,Furnishings,20,Kansas City,Missouri,40
1640,27-08-2015,5,53,2,Iron,Furnishings,20,Kansas City,Missouri,40
4126,16-08-2016,5,53,2,Iron,Furnishings,20,Kansas City,Missouri,40
4472,07-10-2016,5,53,1,Iron,Furnishings,20,Kansas City,Missouri,20
4773,23-11-2016,5,53,3,Iron,Furnishings,20,Kansas City,Missouri,60
669,11-04-2015,5,34,1,Shower Curtain,Furnishings,5,Kansas City,Missouri,5
2883,26-02-2016,5,34,1,Shower Curtain,Furnishings,5,Kansas City,Missouri,5
3107,26-03-2016,5,31,1,Sticky Notes,Office Supplies,20,Kansas City,Missouri,20
3219,11-04-2016,5,31,3,Sticky Notes,Office Supplies,20,Kansas City,Missouri,60
439,06-03-2015,5,78,2,Small Area Rug,Public Areas,20,Kansas City,Missouri,40
636,06-04-2015,5,78,3,Small Area Rug,Public Areas,20,Kansas City,Missouri,60
1156,21-06-2015,5,78,1,Small Area Rug,Public Areas,20,Kansas City,Missouri,20
3855,06-07-2016,5,78,3,Small Area Rug,Public Areas,20,Kansas City,Missouri,60
3280,18-04-2016,5,50,2,Small Vase,Furnishings,33,Kansas City,Missouri,66
3392,04-05-2016,5,50,3,Small Vase,Furnishings,33,Kansas City,Missouri,99
4114,15-08-2016,5,50,1,Small Vase,Furnishings,33,Kansas City,Missouri,33
3751,21-06-2016,5,56,2,Telephone,Furnishings,38,Kansas City,Missouri,76
4218,27-08-2016,5,56,1,Telephone,Furnishings,38,Kansas City,Missouri,38
634,06-04-2015,5,90,2,Luggage Cart,Public Areas,138,Kansas City,Missouri,276
1978,16-10-2015,5,90,1,Luggage Cart,Public Areas,138,Kansas City,Missouri,138
3095,25-03-2016,5,90,1,Luggage Cart,Public Areas,138,Kansas City,Missouri,138
3802,28-06-2016,5,90,1,Luggage Cart,Public Areas,138,Kansas City,Missouri,138
4258,03-09-2016,5,90,1,Luggage Cart,Public Areas,138,Kansas City,Missouri,138
4740,18-11-2016,5,90,1,Luggage Cart,Public Areas,138,Kansas City,Missouri,138
2879,26-02-2016,5,15,3,Drinking Glass,Housekeeping,24,Kansas City,Missouri,72
3041,17-03-2016,5,15,3,Drinking Glass,Housekeeping,24,Kansas City,Missouri,72
3307,21-04-2016,5,15,2,Drinking Glass,Housekeeping,24,Kansas City,Missouri,48
4040,01-08-2016,5,15,2,Drinking Glass,Housekeeping,24,Kansas City,Missouri,48
451,08-03-2015,5,4,3,Shampoo,Housekeeping,40,Kansas City,Missouri,120
2160,13-11-2015,5,4,2,Shampoo,Housekeeping,40,Kansas City,Missouri,80
3979,24-07-2016,5,4,3,Shampoo,Housekeeping,40,Kansas City,Missouri,120
3685,12-06-2016,5,7,1,Hand Soap,Housekeeping,35,Kansas City,Missouri,35
1870,02-10-2015,5,22,2,Paper Clips,Office Supplies,3,Kansas City,Missouri,6
2417,20-12-2015,5,22,3,Paper Clips,Office Supplies,3,Kansas City,Missouri,9
3778,24-06-2016,5,2,3,Hand Towel,Housekeeping,5,Kansas City,Missouri,15
2528,05-01-2016,5,29,3,Erasable Markers,Office Supplies,6,Kansas City,Missouri,18
4494,11-10-2016,5,29,2,Erasable Markers,Office Supplies,6,Kansas City,Missouri,12
626,05-04-2015,5,38,1,Bed (Double),Furnishings,250,Kansas City,Missouri,250
1841,28-09-2015,5,38,1,Bed (Double),Furnishings,250,Kansas City,Missouri,250
3332,25-04-2016,5,38,2,Bed (Double),Furnishings,250,Kansas City,Missouri,500
3975,24-07-2016,5,38,1,Bed (Double),Furnishings,250,Kansas City,Missouri,250
4344,16-09-2016,5,38,2,Bed (Double),Furnishings,250,Kansas City,Missouri,500
4770,23-11-2016,5,38,1,Bed (Double),Furnishings,250,Kansas City,Missouri,250
1476,08-08-2015,5,66,2,Wood Glue,Maintenance,21,Kansas City,Missouri,42
2048,28-10-2015,5,66,1,Wood Glue,Maintenance,21,Kansas City,Missouri,21
2486,31-12-2015,5,66,1,Wood Glue,Maintenance,21,Kansas City,Missouri,21
1398,26-07-2015,5,14,2,Pillowcase,Housekeeping,15,Kansas City,Missouri,30
4274,06-09-2016,5,14,2,Pillowcase,Housekeeping,15,Kansas City,Missouri,30
4631,31-10-2016,5,14,3,Pillowcase,Housekeeping,15,Kansas City,Missouri,45
2181,15-11-2015,5,88,1,Serving Tray,Public Areas,6,Kansas City,Missouri,6
3249,15-04-2016,5,88,3,Serving Tray,Public Areas,6,Kansas City,Missouri,18
3688,12-06-2016,5,88,3,Serving Tray,Public Areas,6,Kansas City,Missouri,18
3720,17-06-2016,5,88,1,Serving Tray,Public Areas,6,Kansas City,Missouri,6
4865,07-12-2016,5,88,2,Serving Tray,Public Areas,6,Kansas City,Missouri,12
249,10-02-2015,5,49,3,Large Vase,Furnishings,27,Kansas City,Missouri,81
274,13-02-2015,5,49,1,Large Vase,Furnishings,27,Kansas City,Missouri,27
1126,18-06-2015,5,49,2,Large Vase,Furnishings,27,Kansas City,Missouri,54
2535,06-01-2016,5,49,2,Large Vase,Furnishings,27,Kansas City,Missouri,54
145,23-01-2015,5,69,3,Door Knob,Maintenance,41,Kansas City,Missouri,123
539,23-03-2015,5,69,1,Door Knob,Maintenance,41,Kansas City,Missouri,41
3105,26-03-2016,5,69,1,Door Knob,Maintenance,41,Kansas City,Missouri,41
4648,03-11-2016,5,69,2,Door Knob,Maintenance,41,Kansas City,Missouri,82
4810,30-11-2016,5,69,3,Door Knob,Maintenance,41,Kansas City,Missouri,123
530,22-03-2015,5,68,1,Window Screen,Maintenance,30,Kansas City,Missouri,30
2832,19-02-2016,5,68,2,Window Screen,Maintenance,30,Kansas City,Missouri,60
3674,10-06-2016,5,77,2,Large Area Rug,Public Areas,40,Kansas City,Missouri,80
1513,13-08-2015,5,82,3,Business Cards,Public Areas,60,Kansas City,Missouri,180
2456,26-12-2015,5,9,3,Tissues,Housekeeping,14,Kansas City,Missouri,42
3180,06-04-2016,5,9,2,Tissues,Housekeeping,14,Kansas City,Missouri,28
3616,02-06-2016,5,9,3,Tissues,Housekeeping,14,Kansas City,Missouri,42
2763,06-02-2016,5,1,2,Large Towel,Housekeeping,9,Kansas City,Missouri,18
3002,12-03-2016,5,1,1,Large Towel,Housekeeping,9,Kansas City,Missouri,9
3463,14-05-2016,5,1,3,Large Towel,Housekeeping,9,Kansas City,Missouri,27
1187,26-06-2015,5,81,3,Flyer Holder,Public Areas,3,Kansas City,Missouri,9
1742,12-09-2015,5,81,3,Flyer Holder,Public Areas,3,Kansas City,Missouri,9
3761,22-06-2016,5,11,2,Shower Cap,Housekeeping,10,Kansas City,Missouri,20
338,21-02-2015,5,62,3,Leaf Blower,Maintenance,202,Kansas City,Missouri,606
3080,22-03-2016,5,62,3,Leaf Blower,Maintenance,202,Kansas City,Missouri,606
4364,19-09-2016,5,62,2,Leaf Blower,Maintenance,202,Kansas City,Missouri,404
3631,05-06-2016,5,63,1,Duct Tape,Maintenance,27,Kansas City,Missouri,27
3748,21-06-2016,5,63,2,Duct Tape,Maintenance,27,Kansas City,Missouri,54
4559,23-10-2016,5,80,2,Poster Stand,Public Areas,27,Kansas City,Missouri,54
4984,29-12-2016,5,80,1,Poster Stand,Public Areas,27,Kansas City,Missouri,27
3451,11-05-2016,5,46,1,Safe,Furnishings,115,Kansas City,Missouri,115
4664,05-11-2016,5,46,3,Safe,Furnishings,115,Kansas City,Missouri,345
1049,05-06-2015,5,40,2,Coffee Maker,Furnishings,119,Kansas City,Missouri,238
2311,03-12-2015,5,40,1,Coffee Maker,Furnishings,119,Kansas City,Missouri,119
2877,25-02-2016,5,40,2,Coffee Maker,Furnishings,119,Kansas City,Missouri,238
253,11-02-2015,5,12,3,Bed Sheet (King),Housekeeping,29,Kansas City,Missouri,87
2523,05-01-2016,5,12,3,Bed Sheet (King),Housekeeping,29,Kansas City,Missouri,87
3238,14-04-2016,5,12,3,Bed Sheet (King),Housekeeping,29,Kansas City,Missouri,87
4341,16-09-2016,5,12,2,Bed Sheet (King),Housekeeping,29,Kansas City,Missouri,58
4700,11-11-2016,5,12,2,Bed Sheet (King),Housekeeping,29,Kansas City,Missouri,58
4941,19-12-2016,5,12,2,Bed Sheet (King),Housekeeping,29,Kansas City,Missouri,58
268,12-02-2015,5,55,2,Television,Furnishings,200,Kansas City,Missouri,400
332,20-02-2015,5,55,1,Television,Furnishings,200,Kansas City,Missouri,200
1856,30-09-2015,5,55,2,Television,Furnishings,200,Kansas City,Missouri,400
3418,08-05-2016,5,55,3,Television,Furnishings,200,Kansas City,Missouri,600
3588,30-05-2016,5,55,3,Television,Furnishings,200,Kansas City,Missouri,600
2971,08-03-2016,5,86,3,Sofa,Public Areas,215,Kansas City,Missouri,645
3340,26-04-2016,5,86,2,Sofa,Public Areas,215,Kansas City,Missouri,430
627,05-04-2015,5,17,1,Clothes Hanger,Housekeeping,18,Kansas City,Missouri,18
628,05-04-2015,5,17,3,Clothes Hanger,Housekeeping,18,Kansas City,Missouri,54
1381,24-07-2015,5,17,1,Clothes Hanger,Housekeeping,18,Kansas City,Missouri,18
3013,13-03-2016,5,17,1,Clothes Hanger,Housekeeping,18,Kansas City,Missouri,18
4365,19-09-2016,5,43,2,Table Lamp,Furnishings,38,Kansas City,Missouri,76
355,23-02-2015,5,76,2,Ficus,Public Areas,80,Kansas City,Missouri,160
2438,23-12-2015,5,76,3,Ficus,Public Areas,80,Kansas City,Missouri,240
3125,29-03-2016,5,76,3,Ficus,Public Areas,80,Kansas City,Missouri,240
1337,18-07-2015,5,26,2,Envelopes (Catalog),Office Supplies,13,Kansas City,Missouri,26
1940,12-10-2015,5,26,3,Envelopes (Catalog),Office Supplies,13,Kansas City,Missouri,39
3416,08-05-2016,5,26,3,Envelopes (Catalog),Office Supplies,13,Kansas City,Missouri,39
1961,14-10-2015,5,32,3,Note Pads,Office Supplies,14,Kansas City,Missouri,42
4391,23-09-2016,5,32,1,Note Pads,Office Supplies,14,Kansas City,Missouri,14
453,09-03-2015,7,41,3,Office Chair,Furnishings,85,Boston,Massachusetts,255
798,01-05-2015,7,41,3,Office Chair,Furnishings,85,Boston,Massachusetts,255
1464,06-08-2015,7,41,3,Office Chair,Furnishings,85,Boston,Massachusetts,255
1956,13-10-2015,7,41,2,Office Chair,Furnishings,85,Boston,Massachusetts,170
3074,21-03-2016,7,41,3,Office Chair,Furnishings,85,Boston,Massachusetts,255
2033,25-10-2015,7,54,1,Chest of Drawers,Furnishings,150,Boston,Massachusetts,150
3081,22-03-2016,7,54,2,Chest of Drawers,Furnishings,150,Boston,Massachusetts,300
1695,05-09-2015,7,71,2,Hammer,Maintenance,17,Boston,Massachusetts,34
2742,04-02-2016,7,71,3,Hammer,Maintenance,17,Boston,Massachusetts,51
2868,24-02-2016,7,71,3,Hammer,Maintenance,17,Boston,Massachusetts,51
536,23-03-2015,7,3,3,Washcloth,Housekeeping,3,Boston,Massachusetts,9
513,19-03-2015,7,45,1,Computer Desk,Furnishings,102,Boston,Massachusetts,102
1009,31-05-2015,7,45,1,Computer Desk,Furnishings,102,Boston,Massachusetts,102
3976,24-07-2016,7,45,1,Computer Desk,Furnishings,102,Boston,Massachusetts,102
401,01-03-2015,7,94,1,Monitor,Public Areas,70,Boston,Massachusetts,70
670,11-04-2015,7,94,1,Monitor,Public Areas,70,Boston,Massachusetts,70
1395,26-07-2015,7,94,3,Monitor,Public Areas,70,Boston,Massachusetts,210
2736,03-02-2016,7,94,3,Monitor,Public Areas,70,Boston,Massachusetts,210
2494,01-01-2016,7,35,3,Tissue Box,Furnishings,25,Boston,Massachusetts,75
3059,19-03-2016,7,35,1,Tissue Box,Furnishings,25,Boston,Massachusetts,25
4617,30-10-2016,7,35,1,Tissue Box,Furnishings,25,Boston,Massachusetts,25
1972,16-10-2015,7,93,3,Terminal,Public Areas,85,Boston,Massachusetts,255
2984,10-03-2016,7,93,1,Terminal,Public Areas,85,Boston,Massachusetts,85
3148,03-04-2016,7,93,3,Terminal,Public Areas,85,Boston,Massachusetts,255
2396,17-12-2015,7,61,1,Tape Measure,Maintenance,8,Boston,Massachusetts,8
1382,24-07-2015,7,24,1,Envelopes (Letter),Office Supplies,24,Boston,Massachusetts,24
653,09-04-2015,7,23,1,Printer Toner,Office Supplies,85,Boston,Massachusetts,85
3310,22-04-2016,7,23,2,Printer Toner,Office Supplies,85,Boston,Massachusetts,170
1071,09-06-2015,7,20,3,Pens,Office Supplies,30,Boston,Massachusetts,90
1321,15-07-2015,7,20,3,Pens,Office Supplies,30,Boston,Massachusetts,90
3929,18-07-2016,7,20,1,Pens,Office Supplies,30,Boston,Massachusetts,30
2351,09-12-2015,7,84,1,Tall Chair,Public Areas,75,Boston,Massachusetts,75
1058,06-06-2015,7,89,2,Photograph,Public Areas,45,Boston,Massachusetts,90
4050,04-08-2016,7,89,2,Photograph,Public Areas,45,Boston,Massachusetts,90
2041,27-10-2015,7,21,1,Printer Paper,Office Supplies,50,Boston,Massachusetts,50
2904,29-02-2016,7,21,2,Printer Paper,Office Supplies,50,Boston,Massachusetts,100
776,28-04-2015,7,6,2,Conditioner,Housekeeping,40,Boston,Massachusetts,80
885,13-05-2015,7,6,2,Conditioner,Housekeeping,40,Boston,Massachusetts,80
1578,20-08-2015,7,6,3,Conditioner,Housekeeping,40,Boston,Massachusetts,120
2119,08-11-2015,7,57,1,Wireless Router,Furnishings,70,Boston,Massachusetts,70
4301,10-09-2016,7,57,2,Wireless Router,Furnishings,70,Boston,Massachusetts,140
1798,22-09-2015,7,52,2,Ironing Board,Furnishings,18,Boston,Massachusetts,36
3789,26-06-2016,7,52,1,Ironing Board,Furnishings,18,Boston,Massachusetts,18
391,28-02-2015,7,74,1,Large Plant,Public Areas,35,Boston,Massachusetts,35
1192,27-06-2015,7,74,2,Large Plant,Public Areas,35,Boston,Massachusetts,70
237,08-02-2015,7,33,2,Towel Rack,Furnishings,10,Boston,Massachusetts,20
503,18-03-2015,7,33,2,Towel Rack,Furnishings,10,Boston,Massachusetts,20
516,20-03-2015,7,33,3,Towel Rack,Furnishings,10,Boston,Massachusetts,30
859,09-05-2015,7,73,1,Mop,Maintenance,15,Boston,Massachusetts,15
2465,26-12-2015,7,73,1,Mop,Maintenance,15,Boston,Massachusetts,15
3849,05-07-2016,7,73,2,Mop,Maintenance,15,Boston,Massachusetts,30
752,23-04-2015,7,5,1,Moisturizer,Housekeeping,40,Boston,Massachusetts,40
3300,21-04-2016,7,5,3,Moisturizer,Housekeeping,40,Boston,Massachusetts,120
3708,14-06-2016,7,5,3,Moisturizer,Housekeeping,40,Boston,Massachusetts,120
1042,04-06-2015,7,79,3,Coffee Table,Public Areas,103,Boston,Massachusetts,309
4003,27-07-2016,7,79,1,Coffee Table,Public Areas,103,Boston,Massachusetts,103
4665,06-11-2016,7,79,2,Coffee Table,Public Areas,103,Boston,Massachusetts,206
285,14-02-2015,7,44,2,Floor Lamp,Furnishings,55,Boston,Massachusetts,110
929,20-05-2015,7,44,3,Floor Lamp,Furnishings,55,Boston,Massachusetts,165
4308,11-09-2016,7,44,3,Floor Lamp,Furnishings,55,Boston,Massachusetts,165
2490,31-12-2015,7,64,1,Gaffer's Tape,Maintenance,27,Boston,Massachusetts,27
2726,01-02-2016,7,64,3,Gaffer's Tape,Maintenance,27,Boston,Massachusetts,81
3372,01-05-2016,7,64,2,Gaffer's Tape,Maintenance,27,Boston,Massachusetts,54
736,21-04-2015,7,10,1,Toilet Paper,Housekeeping,19,Boston,Massachusetts,19
2892,27-02-2016,7,10,2,Toilet Paper,Housekeeping,19,Boston,Massachusetts,38
4991,30-12-2016,7,10,3,Toilet Paper,Housekeeping,19,Boston,Massachusetts,57
2845,21-02-2016,7,87,3,End Table,Public Areas,30,Boston,Massachusetts,90
2969,08-03-2016,7,87,1,End Table,Public Areas,30,Boston,Massachusetts,30
3115,28-03-2016,7,87,1,End Table,Public Areas,30,Boston,Massachusetts,30
3605,01-06-2016,7,87,3,End Table,Public Areas,30,Boston,Massachusetts,90
4133,17-08-2016,7,87,3,End Table,Public Areas,30,Boston,Massachusetts,90
1151,21-06-2015,7,37,2,Bed (King),Furnishings,300,Boston,Massachusetts,600
2238,23-11-2015,7,37,2,Bed (King),Furnishings,300,Boston,Massachusetts,600
3412,07-05-2016,7,37,1,Bed (King),Furnishings,300,Boston,Massachusetts,300
438,06-03-2015,7,30,3,Permanent Markers,Office Supplies,6,Boston,Massachusetts,18
2458,26-12-2015,7,30,2,Permanent Markers,Office Supplies,6,Boston,Massachusetts,12
3932,18-07-2016,7,30,3,Permanent Markers,Office Supplies,6,Boston,Massachusetts,18
4374,21-09-2016,7,30,3,Permanent Markers,Office Supplies,6,Boston,Massachusetts,18
2994,11-03-2016,7,83,2,Bar Stool,Public Areas,60,Boston,Massachusetts,120
63,10-01-2015,7,19,2,Light Bulb,Housekeeping,17,Boston,Massachusetts,34
1026,02-06-2015,7,19,2,Light Bulb,Housekeeping,17,Boston,Massachusetts,34
1810,24-09-2015,7,19,2,Light Bulb,Housekeeping,17,Boston,Massachusetts,34
4808,29-11-2016,7,27,2,Invisible Tape,Office Supplies,8,Boston,Massachusetts,16
481,14-03-2015,7,28,3,Staples,Office Supplies,8,Boston,Massachusetts,24
2471,28-12-2015,7,28,2,Staples,Office Supplies,8,Boston,Massachusetts,16
1037,03-06-2015,7,47,2,Swivel Chair,Furnishings,75,Boston,Massachusetts,150
1177,25-06-2015,7,47,3,Swivel Chair,Furnishings,75,Boston,Massachusetts,225
4345,16-09-2016,7,47,2,Swivel Chair,Furnishings,75,Boston,Massachusetts,150
2802,13-02-2016,7,58,3,Mirror,Furnishings,85,Boston,Massachusetts,255
3782,24-06-2016,7,58,3,Mirror,Furnishings,85,Boston,Massachusetts,255
4530,17-10-2016,7,58,1,Mirror,Furnishings,85,Boston,Massachusetts,85
